material_id,cif_file,formula,theoretical,experimentally_observed,is_structure_representative,representative_material_id,structure_family_id,structure_family_size,n_duplicates_in_family,duplicate_material_ids
mp-1183572,CaI_mp-1183572.cif,CaI,True,No,True,mp-1183572,CaI::sf-0001,1,0,
mp-703595,Cd13I28_mp-703595.cif,Cd13I28,False,Yes,True,mp-703595,Cd13I28::sf-0001,1,0,
mp-27934,CdBr2_mp-27934.cif,CdBr2,False,Yes,True,mp-27934,CdBr2::sf-0001,1,0,
mp-568690,CdBr2_mp-568690.cif,CdBr2,False,Yes,True,mp-568690,CdBr2::sf-0002,1,0,
mp-568722,CdBr2_mp-568722.cif,CdBr2,True,No,True,mp-568722,CdBr2::sf-0003,1,0,
mp-1181940,CdCl2_mp-1181940.cif,CdCl2,True,No,True,mp-1181940,CdCl2::sf-0001,2,1,mp-632403
mp-22881,CdCl2_mp-22881.cif,CdCl2,False,Yes,True,mp-22881,CdCl2::sf-0002,1,0,
mp-632403,CdCl2_mp-632403.cif,CdCl2,True,No,False,mp-1181940,CdCl2::sf-0001,2,1,mp-1181940
mp-695850,CdCl2_mp-695850.cif,CdCl2,True,No,True,mp-695850,CdCl2::sf-0003,1,0,
mp-1080124,CdCl4_mp-1080124.cif,CdCl4,False,Yes,True,mp-1080124,CdCl4::sf-0001,1,0,
mp-1206433,CdCl6_mp-1206433.cif,CdCl6,True,No,True,mp-1206433,CdCl6::sf-0001,1,0,
mp-1101972,CdF2_mp-1101972.cif,CdF2,True,No,True,mp-1101972,CdF2::sf-0001,1,0,
mp-241,CdF2_mp-241.cif,CdF2,False,Yes,True,mp-241,CdF2::sf-0002,1,0,
mp-1188728,CdI2_mp-1188728.cif,CdI2,False,Yes,True,mp-1188728,CdI2::sf-0001,1,0,
mp-28248,CdI2_mp-28248.cif,CdI2,False,Yes,True,mp-28248,CdI2::sf-0002,1,0,
mp-567259,CdI2_mp-567259.cif,CdI2,False,Yes,True,mp-567259,CdI2::sf-0003,1,0,
mp-567296,CdI2_mp-567296.cif,CdI2,False,Yes,True,mp-567296,CdI2::sf-0004,1,0,
mp-567336,CdI2_mp-567336.cif,CdI2,False,Yes,True,mp-567336,CdI2::sf-0005,1,0,
mp-567359,CdI2_mp-567359.cif,CdI2,False,Yes,True,mp-567359,CdI2::sf-0006,1,0,
mp-567402,CdI2_mp-567402.cif,CdI2,False,Yes,True,mp-567402,CdI2::sf-0007,1,0,
mp-567442,CdI2_mp-567442.cif,CdI2,False,Yes,True,mp-567442,CdI2::sf-0008,1,0,
mp-567483,CdI2_mp-567483.cif,CdI2,False,Yes,True,mp-567483,CdI2::sf-0009,1,0,
mp-567534,CdI2_mp-567534.cif,CdI2,False,Yes,True,mp-567534,CdI2::sf-0010,1,0,
mp-567567,CdI2_mp-567567.cif,CdI2,False,Yes,False,mp-570263,CdI2::sf-0011,2,1,mp-570263
mp-568233,CdI2_mp-568233.cif,CdI2,True,No,True,mp-568233,CdI2::sf-0012,1,0,
mp-568289,CdI2_mp-568289.cif,CdI2,False,Yes,True,mp-568289,CdI2::sf-0013,1,0,
mp-569468,CdI2_mp-569468.cif,CdI2,False,Yes,True,mp-569468,CdI2::sf-0014,1,0,
mp-569510,CdI2_mp-569510.cif,CdI2,True,No,True,mp-569510,CdI2::sf-0015,1,0,
mp-569611,CdI2_mp-569611.cif,CdI2,False,Yes,True,mp-569611,CdI2::sf-0016,1,0,
mp-569666,CdI2_mp-569666.cif,CdI2,False,Yes,True,mp-569666,CdI2::sf-0017,1,0,
mp-569722,CdI2_mp-569722.cif,CdI2,False,Yes,True,mp-569722,CdI2::sf-0018,1,0,
mp-569964,CdI2_mp-569964.cif,CdI2,False,Yes,True,mp-569964,CdI2::sf-0019,1,0,
mp-569994,CdI2_mp-569994.cif,CdI2,False,Yes,True,mp-569994,CdI2::sf-0020,1,0,
mp-570019,CdI2_mp-570019.cif,CdI2,False,Yes,True,mp-570019,CdI2::sf-0021,1,0,
mp-570054,CdI2_mp-570054.cif,CdI2,False,Yes,True,mp-570054,CdI2::sf-0022,1,0,
mp-570082,CdI2_mp-570082.cif,CdI2,False,Yes,True,mp-570082,CdI2::sf-0023,1,0,
mp-570089,CdI2_mp-570089.cif,CdI2,False,Yes,True,mp-570089,CdI2::sf-0024,1,0,
mp-570127,CdI2_mp-570127.cif,CdI2,False,Yes,True,mp-570127,CdI2::sf-0025,1,0,
mp-570165,CdI2_mp-570165.cif,CdI2,False,Yes,True,mp-570165,CdI2::sf-0026,1,0,
mp-570263,CdI2_mp-570263.cif,CdI2,False,Yes,True,mp-570263,CdI2::sf-0011,2,1,mp-567567
mp-570314,CdI2_mp-570314.cif,CdI2,False,Yes,True,mp-570314,CdI2::sf-0027,1,0,
mp-570410,CdI2_mp-570410.cif,CdI2,False,Yes,True,mp-570410,CdI2::sf-0028,1,0,
mp-570437,CdI2_mp-570437.cif,CdI2,False,Yes,True,mp-570437,CdI2::sf-0029,1,0,
mp-570448,CdI2_mp-570448.cif,CdI2,False,Yes,True,mp-570448,CdI2::sf-0030,1,0,
mp-570472,CdI2_mp-570472.cif,CdI2,False,Yes,True,mp-570472,CdI2::sf-0031,1,0,
mp-570492,CdI2_mp-570492.cif,CdI2,False,Yes,True,mp-570492,CdI2::sf-0032,1,0,
mp-570511,CdI2_mp-570511.cif,CdI2,False,Yes,True,mp-570511,CdI2::sf-0033,1,0,
mp-570552,CdI2_mp-570552.cif,CdI2,False,Yes,True,mp-570552,CdI2::sf-0034,1,0,
mp-570559,CdI2_mp-570559.cif,CdI2,False,Yes,True,mp-570559,CdI2::sf-0035,1,0,
mp-570610,CdI2_mp-570610.cif,CdI2,False,Yes,True,mp-570610,CdI2::sf-0036,1,0,
mp-570613,CdI2_mp-570613.cif,CdI2,False,Yes,True,mp-570613,CdI2::sf-0037,1,0,
mp-570671,CdI2_mp-570671.cif,CdI2,False,Yes,True,mp-570671,CdI2::sf-0038,1,0,
mp-570695,CdI2_mp-570695.cif,CdI2,False,Yes,True,mp-570695,CdI2::sf-0039,1,0,
mp-570781,CdI2_mp-570781.cif,CdI2,False,Yes,True,mp-570781,CdI2::sf-0040,1,0,
mp-570882,CdI2_mp-570882.cif,CdI2,False,Yes,True,mp-570882,CdI2::sf-0041,1,0,
mp-570939,CdI2_mp-570939.cif,CdI2,False,Yes,True,mp-570939,CdI2::sf-0042,1,0,
mp-571037,CdI2_mp-571037.cif,CdI2,False,Yes,True,mp-571037,CdI2::sf-0043,1,0,
mp-571091,CdI2_mp-571091.cif,CdI2,False,Yes,True,mp-571091,CdI2::sf-0044,1,0,
mp-571136,CdI2_mp-571136.cif,CdI2,False,Yes,True,mp-571136,CdI2::sf-0045,1,0,
mp-571197,CdI2_mp-571197.cif,CdI2,False,Yes,True,mp-571197,CdI2::sf-0046,1,0,
mp-571225,CdI2_mp-571225.cif,CdI2,False,Yes,True,mp-571225,CdI2::sf-0047,1,0,
mp-571514,CdI2_mp-571514.cif,CdI2,False,Yes,True,mp-571514,CdI2::sf-0048,1,0,
mp-571516,CdI2_mp-571516.cif,CdI2,False,Yes,True,mp-571516,CdI2::sf-0049,1,0,
mp-571519,CdI2_mp-571519.cif,CdI2,False,Yes,True,mp-571519,CdI2::sf-0050,1,0,
mp-571535,CdI2_mp-571535.cif,CdI2,False,Yes,True,mp-571535,CdI2::sf-0051,1,0,
mp-571538,CdI2_mp-571538.cif,CdI2,False,Yes,True,mp-571538,CdI2::sf-0052,1,0,
mp-571539,CdI2_mp-571539.cif,CdI2,False,Yes,True,mp-571539,CdI2::sf-0053,1,0,
mp-571559,CdI2_mp-571559.cif,CdI2,False,Yes,True,mp-571559,CdI2::sf-0054,1,0,
mp-571567,CdI2_mp-571567.cif,CdI2,False,Yes,True,mp-571567,CdI2::sf-0055,1,0,
mp-571568,CdI2_mp-571568.cif,CdI2,False,Yes,True,mp-571568,CdI2::sf-0056,1,0,
mp-571569,CdI2_mp-571569.cif,CdI2,False,Yes,True,mp-571569,CdI2::sf-0057,1,0,
mp-571578,CdI2_mp-571578.cif,CdI2,False,Yes,True,mp-571578,CdI2::sf-0058,1,0,
mp-571579,CdI2_mp-571579.cif,CdI2,False,Yes,True,mp-571579,CdI2::sf-0059,1,0,
mp-571583,CdI2_mp-571583.cif,CdI2,False,Yes,True,mp-571583,CdI2::sf-0060,1,0,
mp-571592,CdI2_mp-571592.cif,CdI2,False,Yes,True,mp-571592,CdI2::sf-0061,1,0,
mp-571593,CdI2_mp-571593.cif,CdI2,False,Yes,True,mp-571593,CdI2::sf-0062,1,0,
mp-571595,CdI2_mp-571595.cif,CdI2,False,Yes,True,mp-571595,CdI2::sf-0063,1,0,
mp-571603,CdI2_mp-571603.cif,CdI2,False,Yes,True,mp-571603,CdI2::sf-0064,1,0,
mp-571605,CdI2_mp-571605.cif,CdI2,False,Yes,True,mp-571605,CdI2::sf-0065,1,0,
mp-571607,CdI2_mp-571607.cif,CdI2,False,Yes,True,mp-571607,CdI2::sf-0066,1,0,
mp-571613,CdI2_mp-571613.cif,CdI2,False,Yes,True,mp-571613,CdI2::sf-0067,1,0,
mp-571615,CdI2_mp-571615.cif,CdI2,False,Yes,True,mp-571615,CdI2::sf-0068,1,0,
mp-571616,CdI2_mp-571616.cif,CdI2,False,Yes,True,mp-571616,CdI2::sf-0069,1,0,
mp-571635,CdI2_mp-571635.cif,CdI2,False,Yes,True,mp-571635,CdI2::sf-0070,1,0,
mp-571646,CdI2_mp-571646.cif,CdI2,False,Yes,True,mp-571646,CdI2::sf-0071,1,0,
mp-571654,CdI2_mp-571654.cif,CdI2,False,Yes,True,mp-571654,CdI2::sf-0072,1,0,
mp-571660,CdI2_mp-571660.cif,CdI2,False,Yes,True,mp-571660,CdI2::sf-0073,1,0,
mp-571667,CdI2_mp-571667.cif,CdI2,False,Yes,True,mp-571667,CdI2::sf-0074,1,0,
mp-571668,CdI2_mp-571668.cif,CdI2,False,Yes,True,mp-571668,CdI2::sf-0075,1,0,
mp-573588,CdI2_mp-573588.cif,CdI2,True,No,True,mp-573588,CdI2::sf-0076,1,0,
mp-573608,CdI2_mp-573608.cif,CdI2,True,No,True,mp-573608,CdI2::sf-0077,1,0,
mp-574663,CdI2_mp-574663.cif,CdI2,False,Yes,True,mp-574663,CdI2::sf-0078,1,0,
mp-582042,CdI2_mp-582042.cif,CdI2,False,Yes,True,mp-582042,CdI2::sf-0079,1,0,
mp-582084,CdI2_mp-582084.cif,CdI2,False,Yes,True,mp-582084,CdI2::sf-0080,1,0,
mp-582619,CdI2_mp-582619.cif,CdI2,False,Yes,True,mp-582619,CdI2::sf-0081,1,0,
mp-624399,CdI2_mp-624399.cif,CdI2,False,Yes,True,mp-624399,CdI2::sf-0082,1,0,
mp-624400,CdI2_mp-624400.cif,CdI2,False,Yes,True,mp-624400,CdI2::sf-0083,1,0,
mp-624406,CdI2_mp-624406.cif,CdI2,False,Yes,True,mp-624406,CdI2::sf-0084,1,0,
mp-624417,CdI2_mp-624417.cif,CdI2,False,Yes,True,mp-624417,CdI2::sf-0085,1,0,
mp-624418,CdI2_mp-624418.cif,CdI2,False,Yes,True,mp-624418,CdI2::sf-0086,1,0,
mp-627401,CdI2_mp-627401.cif,CdI2,True,No,True,mp-627401,CdI2::sf-0087,1,0,
mp-627557,CdI2_mp-627557.cif,CdI2,False,Yes,True,mp-627557,CdI2::sf-0088,1,0,
mp-647489,CdI2_mp-647489.cif,CdI2,False,Yes,True,mp-647489,CdI2::sf-0089,1,0,
mp-669326,CdI2_mp-669326.cif,CdI2,False,Yes,True,mp-669326,CdI2::sf-0090,1,0,
mp-669334,CdI2_mp-669334.cif,CdI2,False,Yes,True,mp-669334,CdI2::sf-0091,1,0,
mp-669340,CdI2_mp-669340.cif,CdI2,False,Yes,True,mp-669340,CdI2::sf-0092,1,0,
mp-669357,CdI2_mp-669357.cif,CdI2,False,Yes,True,mp-669357,CdI2::sf-0093,1,0,
mp-669358,CdI2_mp-669358.cif,CdI2,False,Yes,True,mp-669358,CdI2::sf-0094,1,0,
mp-669360,CdI2_mp-669360.cif,CdI2,False,Yes,True,mp-669360,CdI2::sf-0095,1,0,
mp-680046,CdI2_mp-680046.cif,CdI2,False,Yes,True,mp-680046,CdI2::sf-0096,1,0,
mp-680047,CdI2_mp-680047.cif,CdI2,False,Yes,True,mp-680047,CdI2::sf-0097,1,0,
mp-680055,CdI2_mp-680055.cif,CdI2,False,Yes,True,mp-680055,CdI2::sf-0098,1,0,
mp-680092,CdI2_mp-680092.cif,CdI2,False,Yes,True,mp-680092,CdI2::sf-0099,1,0,
mp-680093,CdI2_mp-680093.cif,CdI2,False,Yes,True,mp-680093,CdI2::sf-0100,1,0,
mp-680094,CdI2_mp-680094.cif,CdI2,False,Yes,True,mp-680094,CdI2::sf-0101,1,0,
mp-680095,CdI2_mp-680095.cif,CdI2,False,Yes,True,mp-680095,CdI2::sf-0102,1,0,
mp-680111,CdI2_mp-680111.cif,CdI2,False,Yes,True,mp-680111,CdI2::sf-0103,1,0,
mp-680112,CdI2_mp-680112.cif,CdI2,False,Yes,True,mp-680112,CdI2::sf-0104,1,0,
mp-680113,CdI2_mp-680113.cif,CdI2,False,Yes,True,mp-680113,CdI2::sf-0105,1,0,
mp-680114,CdI2_mp-680114.cif,CdI2,False,Yes,True,mp-680114,CdI2::sf-0106,1,0,
mp-680115,CdI2_mp-680115.cif,CdI2,False,Yes,True,mp-680115,CdI2::sf-0107,1,0,
mp-680116,CdI2_mp-680116.cif,CdI2,False,Yes,True,mp-680116,CdI2::sf-0108,1,0,
mp-680118,CdI2_mp-680118.cif,CdI2,False,Yes,True,mp-680118,CdI2::sf-0109,1,0,
mp-680119,CdI2_mp-680119.cif,CdI2,False,Yes,True,mp-680119,CdI2::sf-0110,1,0,
mp-680120,CdI2_mp-680120.cif,CdI2,False,Yes,True,mp-680120,CdI2::sf-0111,1,0,
mp-680133,CdI2_mp-680133.cif,CdI2,False,Yes,True,mp-680133,CdI2::sf-0112,1,0,
mp-680144,CdI2_mp-680144.cif,CdI2,False,Yes,True,mp-680144,CdI2::sf-0113,1,0,
mp-680145,CdI2_mp-680145.cif,CdI2,False,Yes,True,mp-680145,CdI2::sf-0114,1,0,
mp-680146,CdI2_mp-680146.cif,CdI2,False,Yes,True,mp-680146,CdI2::sf-0115,1,0,
mp-680148,CdI2_mp-680148.cif,CdI2,False,Yes,True,mp-680148,CdI2::sf-0116,1,0,
mp-680152,CdI2_mp-680152.cif,CdI2,False,Yes,True,mp-680152,CdI2::sf-0117,1,0,
mp-680153,CdI2_mp-680153.cif,CdI2,False,Yes,True,mp-680153,CdI2::sf-0118,1,0,
mp-680163,CdI2_mp-680163.cif,CdI2,False,Yes,True,mp-680163,CdI2::sf-0119,1,0,
mp-680172,CdI2_mp-680172.cif,CdI2,False,Yes,True,mp-680172,CdI2::sf-0120,1,0,
mp-680196,CdI2_mp-680196.cif,CdI2,False,Yes,True,mp-680196,CdI2::sf-0121,1,0,
mp-684029,CdI2_mp-684029.cif,CdI2,False,Yes,True,mp-684029,CdI2::sf-0122,1,0,
mp-1104603,Ce2Br5_mp-1104603.cif,Ce2Br5,False,Yes,True,mp-1104603,Ce2Br5::sf-0001,1,0,
mp-984727,Ce3Br_mp-984727.cif,Ce3Br,True,No,True,mp-984727,Ce3Br::sf-0001,1,0,
mp-1183784,Ce3Cl_mp-1183784.cif,Ce3Cl,True,No,True,mp-1183784,Ce3Cl::sf-0001,1,0,
mp-1183731,Ce3I_mp-1183731.cif,Ce3I,True,No,True,mp-1183731,Ce3I::sf-0001,1,0,
mp-569850,CeBr3_mp-569850.cif,CeBr3,False,Yes,True,mp-569850,CeBr3::sf-0001,1,0,
mp-582011,CeCl3_mp-582011.cif,CeCl3,False,Yes,True,mp-582011,CeCl3::sf-0001,1,0,
mp-2038579,CeF3_mp-2038579.cif,CeF3,True,No,True,mp-2038579,CeF3::sf-0001,2,1,mp-557720
mp-22070,CeF3_mp-22070.cif,CeF3,False,Yes,True,mp-22070,CeF3::sf-0002,1,0,
mp-510560,CeF3_mp-510560.cif,CeF3,False,Yes,True,mp-510560,CeF3::sf-0003,1,0,
mp-557720,CeF3_mp-557720.cif,CeF3,True,No,False,mp-2038579,CeF3::sf-0001,2,1,mp-2038579
mp-542001,CeF4_mp-542001.cif,CeF4,False,Yes,True,mp-542001,CeF4::sf-0001,1,0,
mp-1025426,CeI3_mp-1025426.cif,CeI3,True,No,False,mp-1545417,CeI3::sf-0001,2,1,mp-1545417
mp-1183849,CeI3_mp-1183849.cif,CeI3,True,No,True,mp-1183849,CeI3::sf-0002,1,0,
mp-1545417,CeI3_mp-1545417.cif,CeI3,True,No,True,mp-1545417,CeI3::sf-0001,2,1,mp-1025426
mp-31050,Cl2O7_mp-31050.cif,Cl2O7,False,Yes,True,mp-31050,Cl2O7::sf-0001,1,0,
mp-29537,Cl2O_mp-29537.cif,Cl2O,False,Yes,True,mp-29537,Cl2O::sf-0001,1,0,
mp-23207,ClO2_mp-23207.cif,ClO2,False,Yes,True,mp-23207,ClO2::sf-0001,1,0,
mp-1181699,ClO3_mp-1181699.cif,ClO3,True,No,True,mp-1181699,ClO3::sf-0001,1,0,
mp-22869,ClO3_mp-22869.cif,ClO3,False,Yes,True,mp-22869,ClO3::sf-0002,1,0,
mp-1181724,ClO5_mp-1181724.cif,ClO5,False,Yes,True,mp-1181724,ClO5::sf-0001,1,0,
mp-1213825,ClO5_mp-1213825.cif,ClO5,True,No,True,mp-1213825,ClO5::sf-0002,1,0,
mp-733797,ClO6_mp-733797.cif,ClO6,False,Yes,True,mp-733797,ClO6::sf-0001,1,0,
mp-1059242,ClO_mp-1059242.cif,ClO,False,Yes,True,mp-1059242,ClO::sf-0001,1,0,
mp-1213922,ClO_mp-1213922.cif,ClO,True,No,True,mp-1213922,ClO::sf-0002,1,0,
mp-1183689,Co3Cl_mp-1183689.cif,Co3Cl,True,No,True,mp-1183689,Co3Cl::sf-0001,1,0,
mp-1183714,Co3I_mp-1183714.cif,Co3I,True,No,True,mp-1183714,Co3I::sf-0001,1,0,
mp-1183756,Co3I_mp-1183756.cif,Co3I,True,No,True,mp-1183756,Co3I::sf-0002,1,0,
mp-30033,CoBr2_mp-30033.cif,CoBr2,False,Yes,True,mp-30033,CoBr2::sf-0001,1,0,
mp-1059765,CoBr_mp-1059765.cif,CoBr,False,Yes,True,mp-1059765,CoBr::sf-0001,1,0,
mp-1120788,CoCl2_mp-1120788.cif,CoCl2,True,No,True,mp-1120788,CoCl2::sf-0001,1,0,
mp-23240,CoCl2_mp-23240.cif,CoCl2,False,Yes,True,mp-23240,CoCl2::sf-0002,1,0,
mp-632413,CoCl2_mp-632413.cif,CoCl2,True,No,False,mp-696114,CoCl2::sf-0003,2,1,mp-696114
mp-696114,CoCl2_mp-696114.cif,CoCl2,True,No,True,mp-696114,CoCl2::sf-0003,2,1,mp-632413
mp-1206633,CoCl6_mp-1206633.cif,CoCl6,True,No,True,mp-1206633,CoCl6::sf-0001,1,0,
mp-555908,CoF2_mp-555908.cif,CoF2,False,Yes,True,mp-555908,CoF2::sf-0001,1,0,
mp-1178425,CoF3_mp-1178425.cif,CoF3,True,No,False,mp-1271079,CoF3::sf-0001,7,6,mp-1271079;mp-1271121;mp-1271165;mp-1271166;mp-559435;mp-860537
mp-1182416,CoF3_mp-1182416.cif,CoF3,True,No,False,mp-559473,CoF3::sf-0002,2,1,mp-559473
mp-1271079,CoF3_mp-1271079.cif,CoF3,True,No,True,mp-1271079,CoF3::sf-0001,7,6,mp-1178425;mp-1271121;mp-1271165;mp-1271166;mp-559435;mp-860537
mp-1271121,CoF3_mp-1271121.cif,CoF3,True,No,False,mp-1271079,CoF3::sf-0001,7,6,mp-1178425;mp-1271079;mp-1271165;mp-1271166;mp-559435;mp-860537
mp-1271165,CoF3_mp-1271165.cif,CoF3,True,No,False,mp-1271079,CoF3::sf-0001,7,6,mp-1178425;mp-1271079;mp-1271121;mp-1271166;mp-559435;mp-860537
mp-1271166,CoF3_mp-1271166.cif,CoF3,True,No,False,mp-1271079,CoF3::sf-0001,7,6,mp-1178425;mp-1271079;mp-1271121;mp-1271165;mp-559435;mp-860537
mp-2761222,CoF3_mp-2761222.cif,CoF3,True,No,True,mp-2761222,CoF3::sf-0003,1,0,
mp-2767736,CoF3_mp-2767736.cif,CoF3,True,No,True,mp-2767736,CoF3::sf-0004,1,0,
mp-559435,CoF3_mp-559435.cif,CoF3,True,No,False,mp-1271079,CoF3::sf-0001,7,6,mp-1178425;mp-1271079;mp-1271121;mp-1271165;mp-1271166;mp-860537
mp-559473,CoF3_mp-559473.cif,CoF3,False,Yes,True,mp-559473,CoF3::sf-0002,2,1,mp-1182416
mp-860537,CoF3_mp-860537.cif,CoF3,False,Yes,False,mp-1271079,CoF3::sf-0001,7,6,mp-1178425;mp-1271079;mp-1271121;mp-1271165;mp-1271166;mp-559435
mp-1397055,CoF4_mp-1397055.cif,CoF4,True,No,True,mp-1397055,CoF4::sf-0001,1,0,
mp-569610,CoI2_mp-569610.cif,CoI2,False,Yes,True,mp-569610,CoI2::sf-0001,1,0,
mp-558380,Cr2F5_mp-558380.cif,Cr2F5,False,Yes,True,mp-558380,Cr2F5::sf-0001,1,0,
mp-1183765,CrBr2_mp-1183765.cif,CrBr2,True,No,True,mp-1183765,CrBr2::sf-0001,1,0,
mp-567624,CrBr2_mp-567624.cif,CrBr2,False,Yes,True,mp-567624,CrBr2::sf-0002,1,0,
mp-27734,CrBr3_mp-27734.cif,CrBr3,False,Yes,True,mp-27734,CrBr3::sf-0001,1,0,
mp-22857,CrCl2_mp-22857.cif,CrCl2,False,Yes,True,mp-22857,CrCl2::sf-0001,1,0,
mp-1192095,CrCl3_mp-1192095.cif,CrCl3,False,Yes,True,mp-1192095,CrCl3::sf-0001,1,0,
mp-1193047,CrCl3_mp-1193047.cif,CrCl3,False,Yes,True,mp-1193047,CrCl3::sf-0002,1,0,
mp-27630,CrCl3_mp-27630.cif,CrCl3,False,Yes,True,mp-27630,CrCl3::sf-0003,1,0,
mp-567504,CrCl3_mp-567504.cif,CrCl3,False,Yes,True,mp-567504,CrCl3::sf-0004,1,0,
mp-569890,CrCl3_mp-569890.cif,CrCl3,False,Yes,True,mp-569890,CrCl3::sf-0005,1,0,
mp-1183702,CrCl_mp-1183702.cif,CrCl,True,No,True,mp-1183702,CrCl::sf-0001,1,0,
mp-554340,CrF2_mp-554340.cif,CrF2,False,Yes,True,mp-554340,CrF2::sf-0001,1,0,
mp-1181931,CrF3_mp-1181931.cif,CrF3,True,No,True,mp-1181931,CrF3::sf-0001,1,0,
mp-560338,CrF3_mp-560338.cif,CrF3,False,Yes,True,mp-560338,CrF3::sf-0002,1,0,
mp-1387939,CrF4_mp-1387939.cif,CrF4,True,No,False,mp-1924816,CrF4::sf-0001,2,1,mp-1924816
mp-1924816,CrF4_mp-1924816.cif,CrF4,True,No,True,mp-1924816,CrF4::sf-0001,2,1,mp-1387939
mp-20488,CrF4_mp-20488.cif,CrF4,False,Yes,True,mp-20488,CrF4::sf-0002,1,0,
mp-554855,CrF4_mp-554855.cif,CrF4,False,Yes,True,mp-554855,CrF4::sf-0003,1,0,
mp-1041606,CrF5_mp-1041606.cif,CrF5,True,No,True,mp-1041606,CrF5::sf-0001,1,0,
mp-1374127,CrF5_mp-1374127.cif,CrF5,True,No,True,mp-1374127,CrF5::sf-0002,1,0,
mp-1388415,CrF5_mp-1388415.cif,CrF5,True,No,True,mp-1388415,CrF5::sf-0003,1,0,
mp-1397070,CrF5_mp-1397070.cif,CrF5,True,No,True,mp-1397070,CrF5::sf-0004,1,0,
mp-639662,CrF5_mp-639662.cif,CrF5,False,Yes,True,mp-639662,CrF5::sf-0005,1,0,
mp-1391848,CrF6_mp-1391848.cif,CrF6,True,No,True,mp-1391848,CrF6::sf-0001,1,0,
mp-1181742,CrI2_mp-1181742.cif,CrI2,True,No,True,mp-1181742,CrI2::sf-0001,1,0,
mp-27215,CrI2_mp-27215.cif,CrI2,False,Yes,True,mp-27215,CrI2::sf-0002,1,0,
mp-567687,CrI2_mp-567687.cif,CrI2,False,Yes,True,mp-567687,CrI2::sf-0003,1,0,
mp-1213805,CrI3_mp-1213805.cif,CrI3,True,No,True,mp-1213805,CrI3::sf-0001,1,0,
mp-1184038,Cs3I_mp-1184038.cif,Cs3I,True,No,True,mp-1184038,Cs3I::sf-0001,1,0,
mp-27641,CsBr3_mp-27641.cif,CsBr3,False,Yes,True,mp-27641,CsBr3::sf-0001,1,0,
mp-22906,CsBr_mp-22906.cif,CsBr,False,Yes,True,mp-22906,CsBr::sf-0001,1,0,
mp-571222,CsBr_mp-571222.cif,CsBr,False,Yes,True,mp-571222,CsBr::sf-0002,1,0,
mp-22865,CsCl_mp-22865.cif,CsCl,False,Yes,True,mp-22865,CsCl::sf-0001,1,0,
mp-573697,CsCl_mp-573697.cif,CsCl,False,Yes,True,mp-573697,CsCl::sf-0002,1,0,
mp-1784,CsF_mp-1784.cif,CsF,False,Yes,True,mp-1784,CsF::sf-0001,1,0,
mp-8455,CsF_mp-8455.cif,CsF,False,Yes,True,mp-8455,CsF::sf-0002,1,0,
mp-22876,CsI3_mp-22876.cif,CsI3,False,Yes,True,mp-22876,CsI3::sf-0001,1,0,
mp-571011,CsI4_mp-571011.cif,CsI4,False,Yes,True,mp-571011,CsI4::sf-0001,1,0,
mp-1056920,CsI_mp-1056920.cif,CsI,False,Yes,True,mp-1056920,CsI::sf-0001,1,0,
mp-1078801,CsI_mp-1078801.cif,CsI,True,No,False,mp-614603,CsI::sf-0002,3,2,mp-1444738;mp-614603
mp-1079694,CsI_mp-1079694.cif,CsI,False,Yes,True,mp-1079694,CsI::sf-0003,1,0,
mp-1444738,CsI_mp-1444738.cif,CsI,True,No,False,mp-614603,CsI::sf-0002,3,2,mp-1078801;mp-614603
mp-614603,CsI_mp-614603.cif,CsI,False,Yes,True,mp-614603,CsI::sf-0002,3,2,mp-1078801;mp-1444738
mp-684621,Cu13I15_mp-684621.cif,Cu13I15,True,No,True,mp-684621,Cu13I15::sf-0001,1,0,
mp-685100,Cu14I19_mp-685100.cif,Cu14I19,True,No,True,mp-685100,Cu14I19::sf-0001,1,0,
mp-685158,Cu16I19_mp-685158.cif,Cu16I19,True,No,True,mp-685158,Cu16I19::sf-0001,1,0,
mp-1183968,Cu3Cl_mp-1183968.cif,Cu3Cl,True,No,True,mp-1183968,Cu3Cl::sf-0001,1,0,
mp-1183996,Cu3F_mp-1183996.cif,Cu3F,True,No,True,mp-1183996,Cu3F::sf-0001,1,0,
mp-1147530,CuBr2_mp-1147530.cif,CuBr2,True,No,True,mp-1147530,CuBr2::sf-0001,1,0,
mp-1147532,CuBr2_mp-1147532.cif,CuBr2,True,No,True,mp-1147532,CuBr2::sf-0002,1,0,
mp-23219,CuBr2_mp-23219.cif,CuBr2,False,Yes,True,mp-23219,CuBr2::sf-0003,1,0,
mp-2360071,CuBr2_mp-2360071.cif,CuBr2,False,Yes,True,mp-2360071,CuBr2::sf-0004,1,0,
mp-22913,CuBr_mp-22913.cif,CuBr,False,Yes,True,mp-22913,CuBr::sf-0001,2,1,mp-32880
mp-22917,CuBr_mp-22917.cif,CuBr,False,Yes,True,mp-22917,CuBr::sf-0002,1,0,
mp-23212,CuBr_mp-23212.cif,CuBr,False,Yes,True,mp-23212,CuBr::sf-0003,1,0,
mp-23227,CuBr_mp-23227.cif,CuBr,False,Yes,True,mp-23227,CuBr::sf-0004,1,0,
mp-32880,CuBr_mp-32880.cif,CuBr,True,No,False,mp-22913,CuBr::sf-0001,2,1,mp-22913
mp-570354,CuBr_mp-570354.cif,CuBr,False,Yes,True,mp-570354,CuBr::sf-0005,1,0,
