config,selected_k,formula,best_polymorph_score,formula_background_percentile,reserved_formula
short,4,FeF3,0.998787522315979,93.50348027842227,False
short,4,FeI2,0.9858486652374268,53.36426914153132,False
short,4,Ga2I3,0.9092769622802734,15.54524361948956,False
short,4,Ga3Cl7,0.9842978715896606,50.81206496519721,False
short,4,GaBr2,0.9600991010665894,19.489559164733176,False
short,4,GaBr3,0.98783278465271,58.23665893271461,False
short,4,GaCl2,0.9591894745826721,19.02552204176334,False
short,4,GaCl3,1.000000238418579,100.0,True
short,4,GaF3,0.9988030791282654,93.50348027842227,True
short,4,GaI2,0.961056113243103,19.721577726218097,False
short,4,GaI3,0.9836742877960205,49.88399071925754,False
short,4,Gd2Br3,0.9370500445365906,16.473317865429234,False
short,4,Gd2Cl3,0.9407572150230408,17.16937354988399,False
short,4,GdBr3,0.9999064207077026,99.76798143851508,False
short,4,GdBr,0.8120229840278625,10.208816705336426,False
short,4,GdCl3,0.9820827841758728,46.403712296983755,False
short,4,HfCl4,0.9978888630867004,88.63109048723898,False
short,4,HfF4,0.9887779355049133,61.7169373549884,False
short,4,HfI3,0.9986258149147034,92.5754060324826,False
short,4,HfI4,0.9979642033576965,89.55916473317865,False
short,4,HgBr2,0.9574995636940002,18.793503480278424,False
short,4,HgBr,0.7380809187889099,1.3921113689095126,False
short,4,HgCl2,0.9474883079528809,17.865429234338748,False
short,4,HgCl,0.7397119402885437,1.6241299303944314,False
short,4,HgF2,0.9661477208137512,24.361948955916475,False
short,4,HgF,0.7635994553565979,2.088167053364269,False
short,4,HgI2,0.9817649126052856,45.011600928074245,False
short,4,HgI,0.7227998971939087,1.160092807424594,False
short,4,HoF3,0.9766477942466736,33.64269141531322,False
short,4,In2Cl3,0.9390921592712402,16.70533642691415,False
short,4,In4Br7,0.955080509185791,18.561484918793504,False
short,4,In5Br7,0.9238384962081909,15.777262180974477,False
short,4,In5Cl9,0.9349840879440308,16.241299303944317,False
short,4,In7Br9,0.8875604271888733,14.849187935034802,False
short,4,In7Cl9,0.8851776123046875,14.385150812064964,False
short,4,InBr2,0.9619685411453247,19.953596287703014,False
short,4,InBr3,0.9999999403953552,100.0,True
short,4,InBr,0.8020533323287964,4.176334106728538,False
short,4,InCl,0.8061994910240173,9.048723897911833,False
short,4,InF3,0.9985925555229187,92.34338747099768,False
short,4,InI2,0.9655430316925049,22.505800464037122,False
short,4,InI3,0.9830276370048523,48.49187935034803,True
short,4,InI,0.8017503619194031,3.944315545243619,False
